fire_name,fire_year,fire_size_acres,closest_distance_miles,perimeter_points_count,closest_point
CHINA WALL (2),1989,1.0076097459320303,413.7045756910676,9,"(36.09812127986776, -81.79388018634545)"
BORDER LINE (2),1989,0.9455905389585191,246.42391697714575,5,"(33.85481861864217, -85.57287490770638)"
BALL FOUR (2),1989,0.7699037401210781,376.43181815788637,41,"(25.796146770204242, -81.0316881076373)"
SLOAN E (2),1989,0.7686473840101619,604.5341128584972,22,"(37.119025452079335, -91.09789372680139)"
TREE STAND (2),1989,0.7332603191567828,368.1607878862662,40,"(26.004183197995, -80.91237529007797)"
TRAILSIDE (2),1989,0.630787332927937,365.07250507748876,39,"(25.974311438382887, -81.05832353412195)"
DONA DRIVE (2),1989,0.6181562652724474,361.88872524741396,39,"(25.894915852302603, -81.31037499368198)"
PAD 2 (2),1989,0.5781738832006279,369.9331359920769,13,"(25.979180439688474, -80.90272648213514)"
C.D.CHURCH (2),1989,0.5581567089705425,475.35134853886274,361,"(37.192536682603624, -86.04596151089783)"
BOLEN (2),1989,0.5206508132290796,473.9516576651747,5,"(36.662131416307695, -80.69728941313672)"
VIADUCT (2),1989,0.5169047258694015,582.4554910682903,16,"(37.79814961367104, -79.20184842157252)"
LUCKYSTRIK (2),1989,0.5043625481376365,366.2903192789782,37,"(25.891275966921796, -81.17420882706466)"
FUELWOOD #5 (2),1989,0.4934910353887891,231.8317143198074,5,"(33.58939764937185, -85.70126983943587)"
PIT FIRE (2),1989,0.4052267783247163,228.62146551479455,5,"(33.524934190564686, -85.74196450729454)"
LIGHTN #2 (2),1989,0.36518161291623713,364.16447428447265,37,"(25.984553491809034, -81.06776460106732)"
GUMBO (2),1989,0.36218175817953574,233.44552240358388,5,"(33.63362298941668, -85.64312566237703)"
FIVE-HUNDRED (2),1989,0.33594968084074645,240.31903614655423,5,"(33.76952604563057, -85.54377201168937)"
SPARKLER (2),1989,0.33134407266092664,386.94153665250565,37,"(25.76239942835675, -80.77050552112824)"
THANKS (2),1989,0.3278384976058229,371.32375967963253,37,"(25.860612042728174, -81.0723184684277)"
30-MILE (2),1989,0.3278353430687461,349.4174287936967,37,"(26.165920820530637, -81.19402581891764)"
PARA-FIGHT (2),1989,0.3201112000003705,357.5744395024674,37,"(25.989066780770553, -81.26694380812594)"
PAD4#2 (2),1989,0.3152296317390396,366.8415647190764,37,"(26.022692724055975, -80.91974170596409)"
GATORBAY (2),1989,0.2521828859288212,379.8341406756724,37,"(25.7034315777396, -81.09906704297087)"
COLEMAN (3),1989,0.7550152294709614,644.6509583293878,361,"(36.054298693958046, -93.18418522088294)"
KITE (2),1989,0.24770471090499274,361.2966070146287,37,"(25.89619518126143, -81.32745931463315)"
LIGHTSTR#1 (2),1989,0.20174655720841045,363.2560394378353,37,"(26.001022184187434, -81.06597970595922)"
BOLT (2),1989,0.20174653529427056,382.20367097957654,37,"(25.67554967263109, -81.07634303854148)"
ANTONS (2),1989,0.2017428415871456,353.04885117408764,37,"(26.06845285250865, -81.26051071028306)"
DEPOT (2),1989,0.1998577231275651,547.0686873303439,193,"(37.949857120911, -81.08339046612224)"
HOTASH (2),1989,0.1821115318204584,493.35341987768186,5,"(36.83398420928932, -80.34968244191396)"
ZOOFIRE (2),1989,0.12544421686500673,526.8076468982732,5,"(37.210769481948056, -79.94818091312253)"
WHISENANT (3),1989,0.10179019957776497,624.3295689014078,361,"(35.95489788180828, -92.8280445952619)"
MONROE (2),1989,0.1008727453744668,370.25499805631114,37,"(25.86361803235213, -81.1003796655963)"
GILBERT (3),1989,0.10069868574721609,620.400178102442,361,"(35.987750307106296, -92.713783759287)"
NEW JERSEY (2),1989,0.0994832176987536,612.9004000248713,37,"(38.11349133837017, -78.7858874844264)"
SURVEYMARK (2),1989,0.05043677327427616,380.8151892603044,37,"(25.80790444600132, -80.87510624142149)"
GUARDRAIL (2),1989,0.0504360017470941,364.4543392615834,37,"(25.88265801215625, -81.25022895578778)"
St. Patrick's Day (2),1989,0.023541661952304813,588.7071858033154,27,"(38.151393212595, -79.76655565912708)"
Woof (3),1989,0.023206287599888516,546.4319488407148,33,"(37.59281794809803, -80.08701038500907)"
Hatcher (3),1989,0.006850372339174513,542.8238911842466,19,"(37.59801004293087, -80.2466400727895)"
Little (3),1989,0.013693180984421505,540.9595868637434,19,"(37.57354670361834, -80.26110565748722)"
Rock (3),1989,0.020539691670206913,541.8034904601226,19,"(37.58249131428258, -80.24911935182982)"
Arm Trail Fire (3),1989,0.0068463252338279755,544.8751016263657,19,"(37.58344175763787, -80.12635845914575)"
DOF 291 (2),1990,9024.938501481065,417.18518688436126,437,"(25.353917451475205, -80.57688350925217)"
TOMS (3),1990,5617.797648529049,360.5358092623027,355,"(25.952873666279533, -81.24110505068087)"
GRAVEYARD (2),1990,1918.9675746346775,397.88849385658153,736,"(25.42319893119844, -81.0593279492689)"
DOF 106 (3),1990,2975.4695439508046,401.53595067427136,10,"(25.661359221366567, -80.51323645008675)"
MILLER (3),1990,1690.4747784270196,370.7007161911162,250,"(25.959560685445844, -80.9137601285272)"
DOF 188 (3),1990,1593.6845445160818,396.3019222590283,17,"(25.762619711021625, -80.497861137868)"
DOF 230 (2),1990,1542.6330067009524,405.0506719367288,292,"(25.544172696042626, -80.60823667017198)"
WOOD (4),1990,1884.9548571238286,394.4569323203358,437,"(25.47616874367495, -81.06712015420113)"
FOOT (2),1990,1334.7903680070997,394.7582702159486,416,"(25.560061108361285, -80.89506387042995)"
DOF 208 (3),1990,1310.8548408511058,401.21882958746613,234,"(25.614488446098015, -80.60107706808589)"
INDIAN (3),1990,998.1672516198566,361.2382993012362,264,"(26.053218839274454, -81.03444725041481)"
ATV (2),1990,871.6031996798386,372.73604469660665,231,"(25.801399137811508, -81.13928659391632)"
DOF 328 (2),1990,666.2502036794916,394.2947335553578,167,"(25.74865514221653, -80.57802260099962)"
DOF 002 (2),1990,652.7683312570553,398.7503401444542,111,"(25.711174334128245, -80.51150955428385)"
PUMP SITE (2),1990,606.3849794364422,411.4428806731226,260,"(25.42899273671873, -80.61785869321831)"
GATOR BAY (2),1990,568.7742545158172,378.6685991442155,276,"(25.69307915569614, -81.1573053786196)"
DOF 279 (2),1990,503.40273362695245,397.86630705094876,103,"(25.672332626073818, -80.60152932518669)"
FAKAHATCHE (2),1990,475.85287964756577,349.97836491741776,140,"(26.07630418860906, -81.34409259873766)"
SMITH BROS (2),1990,467.69851034690646,610.8181324807662,112,"(37.03861505427307, -91.36967695906834)"
RIPRAP (2),1990,437.36020610322976,615.1040531659382,136,"(38.16086567667045, -78.80537653827359)"
DOF  30 (2),1990,431.5063657055719,402.35970753870413,55,"(25.61727786030192, -80.56282887231475)"
HARNEY (2),1990,409.8697951625526,396.64230984565376,227,"(25.423200935927508, -81.10114338549316)"
Lick Block Fire (3),1990,401.32171763868513,573.5231289069767,183,"(37.92948586614193, -79.8298096319466)"
INDIANCAMP (2),1990,384.1448509122928,391.9565835483576,276,"(25.56481746214705, -80.9751934566944)"
ASH WED (2),1990,583.7965156869163,380.52071990532534,102,"(25.70301952559629, -81.07770102870903)"
STORM (2),1990,318.71342368929504,376.46743292170885,73,"(25.799456154104472, -81.02442471472976)"
FRANK (2),1990,302.9816231940841,360.74812661373636,75,"(26.09013728894433, -80.98478974233906)"
TIBFIB (2),1990,294.77487894722145,362.60716479365726,90,"(25.99274243487102, -81.10099967910433)"
JEROME #1 (2),1990,281.4885191523037,355.6133989971732,91,"(25.984155234313825, -81.34038803583599)"
THE DEAD14 (2),1990,264.83723179847624,365.61753585939016,140,"(25.910647100735293, -81.15890618386413)"
IMAGINATIO (2),1990,260.41887680481733,591.9976244861899,72,"(36.92550886921517, -91.02460826158087)"
BUCKET (2),1990,496.25695437714194,365.0489735633899,73,"(25.95903328418034, -81.08682309891466)"
WEST TIP (2),1990,200.69311825216369,267.94278891562425,25,"(30.24337753483413, -88.72839838142255)"
LOSTMAN 1 (2),1990,197.33386688582394,390.1542652762843,7,"(25.573749202916215, -81.01607130203989)"
BEAR CAVE (3),1990,192.7504993403173,639.9407465066713,86,"(36.02226807529253, -93.10928293724758)"
FESTIVAL (2),1990,184.57037342407085,357.43060473163376,147,"(26.062165066286568, -81.13482948268673)"
MIDDLE CRK (3),1990,160.25089454810387,611.3573586541593,361,"(36.08090482304432, -92.42963749532271)"
IRISH (2),1990,157.72938360979003,354.7765944672339,116,"(26.054137832218846, -81.23264368170483)"
M RODGERS (2),1990,154.00843301889986,390.31028157016067,100,"(25.510842810737298, -81.13563414596578)"
ROOKERY (2),1990,131.72076570809892,399.69695071075535,188,"(25.476657229278285, -80.895640929116)"
PAYHAYOKEE (2),1990,108.21942540263305,406.51253542513,71,"(25.414632710683154, -80.7963946052118)"
PERMIT (2),1990,107.60097901971531,346.78996179029514,69,"(26.13711702082119, -81.32996297331691)"
HORSEHEAD (2),1990,97.6411229220114,367.2583872222316,59,"(26.06614957904046, -80.83426479692348)"
HIGHLAND 1 (2),1990,99.79094785189523,541.918189762725,48,"(37.863657335618484, -81.06136071106032)"
HUMIDIFIRE (3),1990,89.54678068641635,615.2002649559315,61,"(36.1043622371488, -92.49381857730748)"
BECKS (2),1990,87.19864960065443,375.47369201844873,62,"(25.88857616103852, -80.89436751256383)"
Tillman (3),1990,87.30273620204265,622.5201858535871,15,"(38.441230534378455, -79.13727924934084)"
SLOUGH 1 (2),1990,81.6840997539835,398.20471561162236,113,"(25.509216314243083, -80.88151152637059)"
DOF 205FM (2),1990,80.76459280341464,355.6168208007805,77,"(26.155822170443237, -81.02430141666639)"
LONESOME (2),1990,77.27412169920579,394.59288443956444,69,"(25.49236654502967, -81.03043315795983)"
POLICE (2),1990,84.56148724727937,369.31986977111234,70,"(25.997068924606282, -80.89021875824155)"
Turkey (3),1990,60.24889493339213,546.2285817967421,106,"(37.58358598675972, -80.07251937883593)"
LITTLE STORMY (2),1990,59.44476480918933,228.03287859658948,5,"(33.4775976320307, -85.84479190933786)"
THANKS FOR THE HELP (2),1990,94.76134836724968,221.71563583908093,5,"(33.28372872083936, -86.05882647145519)"
Woodson Chapel Road (2),1990,55.878988470546126,497.4945981561494,29,"(36.94210306157428, -88.05481696925521)"
100 ACRE (2),1990,53.95041111797676,376.0091933753187,80,"(25.785806891846793, -81.06437323011879)"
ELBOW (2),1990,52.92747813990385,372.3559559788217,38,"(25.96755781005589, -80.85089209710308)"
EARLY PM (2),1990,51.93954318713256,367.72496468986253,48,"(25.88549847173072, -81.13940573490069)"
BALL PARK (2),1990,45.96497399764693,363.90839403071885,49,"(25.923568156376597, -81.18890609819218)"
WEST DUGGER (2),1990,45.53626495874605,247.11302113213804,5,"(33.864328040897455, -85.57657934131167)"
UNION T (2),1990,44.89339170368909,225.7679272233341,5,"(33.38712060620145, -85.9771317440397)"
BLAIR'S CK (4),1990,76.46387351677697,614.6062885909955,60,"(37.230596783270144, -91.21592998950686)"
MARATHON (2),1990,43.046898275351026,244.60391179647388,5,"(33.82079579983165, -85.59422055699018)"
DOF 164 (2),1990,37.308284820123475,400.56785239811245,54,"(25.63059215011379, -80.59286618977848)"
MARY'S CREEK (4),1990,43.986121934417525,244.90424679413016,5,"(33.83574427752623, -85.55797108796278)"
CHARLIE H (2),1990,34.54483332517954,384.4792887278902,30,"(25.666643036847493, -81.02030093471114)"
BL SHANTY (2),1990,34.039947228139,393.12079109999087,60,"(25.730407918337225, -80.64253585631072)"
CAMPFIRE (2),1990,31.857388551436156,378.7480822118086,42,"(25.775249394017433, -80.99781639131099)"
MANUS (3),1990,34.0057206809023,625.0905182131467,30,"(35.95430004194122, -92.84509987548175)"
HORSE CREEK (2),1990,30.410054867021152,226.0925921257423,5,"(33.41759460376314, -85.91724658434676)"
POTS (2),1990,29.96395986311751,222.92241929725816,5,"(33.32799519892095, -86.0056847679917)"
PATTERSON (3),1990,27.136685906963425,625.9970875491991,56,"(35.97873642831352, -92.84385535703399)"
HEALTHY (2),1990,25.115939299813718,222.11395925949407,5,"(33.275873772216606, -86.08945519890291)"
S INGRAHAM (2),1990,25.052471145552808,415.8929602062442,44,"(25.322739139054157, -80.67297309581555)"
FIRST BASE (2),1990,24.950483610697404,225.30030129330112,5,"(33.31981149117601, -86.10880751969025)"
CAUSEY (2),1990,24.941280684680095,246.58362563825315,5,"(33.857055081012376, -85.57361818350914)"
ANTON (2),1990,37.98773583245966,347.86337465628077,38,"(26.153383730150797, -81.26534870841847)"
RABBIT (2),1990,22.284374915245508,374.1634047551622,28,"(35.818716372432206, -83.21124420728727)"
Walker Mountain (3),1990,20.77654564066799,591.4451121099771,45,"(38.08499041264041, -79.50055434224662)"
MADIERA (2),1990,20.59065023419154,417.219861612461,31,"(25.316474982541674, -80.64327137586513)"
CAMP (2),1990,20.506548405605177,224.40340511232304,5,"(33.30031384019972, -86.11826702129427)"
L. FOX (2),1990,20.05353480444277,411.61818032434337,59,"(25.207694900845976, -81.03709087414501)"
FURLOUGH (2),1990,19.855792823640858,217.28756845258445,5,"(33.20445860037021, -86.07013728305282)"
ROCKY BRANCH (2),1990,19.79152255419584,234.78905558708527,5,"(33.66343901164019, -85.6145021725058)"
MILLER (2),1990,19.760600757498207,230.5115284606084,5,"(33.50488802070071, -85.87663729471403)"
KUDZU (2),1990,19.75581326039444,234.54726775272485,5,"(33.648519250120216, -85.65006241940195)"
MOSS I (2),1990,19.687038976860133,229.26618582849625,5,"(33.50350444584427, -85.8284170849097)"
FRIDAY (2),1990,18.010177472460025,230.86654816772355,5,"(33.57479830723128, -85.69978118657544)"
SLOUGH 2 (2),1990,17.32156803843588,393.38204718027976,41,"(25.637960520290786, -80.79523630649514)"
OILCAN (2),1990,17.16231408070187,371.4309418031138,26,"(25.971183900170956, -80.87202312679469)"
CANT LAND (2),1990,15.845055346137071,366.5975581762604,29,"(25.99728341684657, -80.97106231731233)"
ESCAPE#3 (2),1990,15.770182286340773,377.90688326234675,27,"(25.818028371530104, -80.94577933817244)"
COUPLES (3),1990,15.352801688380197,627.0924800513174,40,"(35.98595188634259, -92.8614989716479)"
RIBBON (2),1990,15.151156312375686,224.5797560115221,5,"(33.34350369733609, -86.03187748302712)"
STAR (2),1990,14.032446466964506,236.3035692809016,5,"(33.651611441971276, -85.7242201211969)"
TWO-DOG (2),1990,13.920897218354378,248.9668500239383,5,"(33.89712801465737, -85.5606920988055)"
MELONHEAD (2),1990,12.889125079095557,372.3309819479844,28,"(25.953763520359665, -80.87520965402123)"
BORDER LAKE (2),1990,12.799810151706083,243.89401543679952,5,"(33.823622334789135, -85.54604748675548)"
BUD (2),1990,12.15257681963813,367.33871323535374,8,"(25.873601972718607, -81.17435856464623)"
RED BLUFF (3),1990,11.570832117727651,619.7801427180344,361,"(36.00079279780767, -92.6887177641221)"
NOT BERRY (2),1990,11.03932443763112,247.57268567749537,5,"(33.85562949685461, -85.63118947955773)"
BYPASS (2),1990,10.239702725781093,380.2208180944108,23,"(25.779234651630055, -80.94472740276247)"
MITCHELL (2),1990,10.069909676495607,231.54418089772614,5,"(33.549298349933316, -85.80250582322023)"
CUT-OFF (2),1990,9.792993763823299,213.87317004624353,5,"(33.144516828947054, -86.07532151386916)"
TOP (2),1990,16.244140072769508,373.1563255439522,14,"(35.80723343546491, -83.23577283810918)"
VULTURE (2),1990,9.53255171469864,392.94138866249597,27,"(25.707061276105495, -80.68747930453905)"
Lewis (3),1990,8.86448152450948,552.2090889714489,28,"(37.74343368225063, -80.23122864735113)"
COUNTYLINE (2),1990,8.835423397760817,394.7342780146661,21,"(25.573466000505153, -80.87086257551202)"
WIRTH (3),1990,8.300464049373497,620.151017608291,38,"(36.13458557362319, -92.5764689607556)"
PLAYHOUSE (2),1990,8.086215551304198,249.86206732692196,5,"(33.91158694617876, -85.55785449239163)"
PIPELINE (2),1990,7.945305579060466,235.38435967486424,5,"(33.635349123891466, -85.72980117933483)"
OTTER 2 (2),1990,7.920512186151802,356.1287755921871,20,"(25.994037283101424, -81.30415092512771)"
TUNNEL (2),1990,7.811774400199008,225.0257389795825,5,"(33.36213842999445, -86.00657045060092)"
TRUDY LAKE (2),1990,7.7435477586458115,232.7844717857097,5,"(33.593305510288204, -85.73360293324546)"
GEARHART (2),1990,7.547965057812477,639.5722735044573,27,"(37.46236458535371, -91.56966329338901)"
BEAR TRACK (2),1990,7.231212852755017,357.4013998913439,25,"(26.04651392798703, -81.16434068933283)"
HIWAY 41 (2),1990,6.415769875134913,388.44168119528575,10,"(25.763496815687848, -80.72402217371305)"
HULSEY (2),1990,5.970975739592071,217.1802821104604,5,"(33.18952298383102, -86.09691775374849)"
TRASH PILE (2),1990,5.758639516279389,230.14727689745928,5,"(33.49285589722024, -85.89245229852087)"
BABCOCK (2),1990,5.709828940365716,552.0319636704736,18,"(37.98245071592325, -80.93495069935341)"
AUSTINS (2),1990,5.693280962961289,358.6845095146811,22,"(26.006227874187623, -81.19887139066586)"
PIPER (2),1990,5.080995815684322,244.32024565932505,5,"(33.83973351304126, -85.5111092888852)"
2BUCKETS (2),1990,5.047686444183082,369.11024605434545,14,"(25.9536915538583, -80.97189677377489)"
BON BON (2),1990,5.022743414988123,232.4914883407949,5,"(33.610787926702876, -85.66787997747323)"
LTD (2),1990,5.018744945995877,218.25525587081486,5,"(33.1582785157879, -86.1936866436688)"
RED TRUCK (2),1990,4.959005897789895,233.1681613494373,5,"(33.61007242133105, -85.70193257107734)"
TIRE (2),1990,4.93876389683244,231.99718420109707,5,"(33.505818409783004, -85.93449370850658)"
MARILYN (2),1990,6.919885953354671,224.26180403011574,5,"(33.34363596485393, -86.01994768359876)"
EXPECTED (2),1990,4.630965512874337,355.26772188699596,5,"(25.98062113124038, -81.3587919309185)"
INDEPENDEN (2),1990,4.5648456128818085,620.9301825143305,32,"(37.049497441908585, -91.61623957272369)"
PIT BULL (2),1990,4.5578966874192,378.64417359759364,10,"(25.760361203048937, -81.02877274221538)"
W L67 (2),1990,4.449817668060808,390.636021462293,17,"(25.747844255338126, -80.68595621031149)"
GAULEY 1 (2),1990,4.200223156108831,563.5633481723575,8,"(38.1923449054062, -81.04132592794838)"
MANN (2),1990,4.177634283835278,224.62220769166544,5,"(33.387680312049575, -85.93195829483885)"
GOOSE BAY (2),1990,3.9923480388268624,611.0083841716232,15,"(37.162257538479714, -91.2122199446856)"
DANNER (2),1990,3.9659221621491674,222.2909056159993,5,"(33.35757607641126, -85.91356459334226)"
DAKOTA (2),1990,3.11066379212628,233.6460242619916,5,"(33.63627188214911, -85.64458237356845)"
LAWN CHAIR (2),1990,3.0596734821609126,366.9804187950909,9,"(25.887270054058423, -81.15976828740529)"
MOSS II (2),1990,3.02283104066741,229.9311347498272,5,"(33.52205269652164, -85.80707274091581)"
WALKERCOMP (2),1990,2.920053437442482,376.5652487370963,10,"(25.83028405876487, -80.9649125077757)"
COON (2),1990,2.7921896389516485,225.54529341691423,6,"(33.36147723257052, -86.02724553237921)"
FLYBLOW (2),1990,2.48893255165152,619.0375479117104,20,"(37.03353365123946, -91.58775225436044)"
CC OVERLOOK (2),1990,2.2516924687774567,227.64512353670764,5,"(33.50394251175861, -85.75760022874196)"
PUMP 3 (2),1990,2.1966362003246385,409.91341129963416,10,"(25.449093531629522, -80.62859599358836)"
HAD BEEN (2),1990,2.115278420502158,363.28937492237594,9,"(25.878583036372053, -81.29655737980747)"
LAST DAY (2),1990,2.0494495640079062,367.38861166312614,11,"(26.01794337317992, -80.91166890440172)"
TOLL ROAD (2),1990,2.0046112332833332,347.92413671363016,12,"(26.167725547002036, -81.23698495640673)"
TRAYFOOT#2 (2),1990,1.9897682984184595,618.4605394082557,37,"(38.20764813102847, -78.78390365588116)"
BALD ROCK (2),1990,1.9865219954164168,229.79417024028794,5,"(33.51055586069495, -85.83199733865465)"
SUNDOWNER (2),1990,1.9484606475980437,378.9681925941184,5,"(25.76132996576561, -81.01674922065696)"
DOTS (2),1990,1.582406228568659,380.6448817012532,10,"(25.808106231080163, -80.8799143595753)"
JETPORT2 (2),1990,1.5260450693643146,379.2179993795442,15,"(25.848856751003165, -80.8513092371999)"
NIGHT CALL (2),1990,1.7303027868368728,375.6235797971445,6,"(25.847138065931176, -80.9634353163539)"
GOODHUE (3),1990,1.4826027493500242,621.0403023014853,16,"(35.970607291646026, -92.74276279435298)"
PRIOR (2),1990,1.3556237449714361,358.7608427962223,47,"(26.01924655569201, -81.17218186906982)"
LONGPOINT (2),1990,1.2899934564649478,172.04332685345904,22,"(30.91312232401271, -81.40816670921528)"
GARDEN (2),1990,1.188474212778257,544.7430751030784,10,"(37.91440441079563, -81.08509908359383)"
CHINNIBEE (2),1990,1.116686284854777,227.26575939976075,5,"(33.459681906843485, -85.85935181438246)"
CLAIRMONT (2),1990,1.0679634389631678,222.68800072308724,5,"(33.3466058950736, -85.95456460151166)"
WET PAINT (2),1990,1.048502811383367,369.04102347113655,44,"(26.004412683230267, -80.88592216087389)"
WING (2),1990,1.0341075545765517,224.8095039392117,5,"(33.45085849263846, -85.77989469283875)"
ROCK (2),1990,1.0053126167954618,249.1382361033652,5,"(33.901454304161994, -85.55448897664036)"
TRIANGLE (2),1990,0.9872342016957096,231.7442635251561,5,"(33.59526714258645, -85.67962979399061)"
HIDDEN (2),1990,0.9340215607032503,225.5442070363,5,"(33.33168283202392, -86.09225724262906)"
JETPORT #1 (2),1990,0.9283975926223677,373.97012222069253,43,"(25.906529480625142, -80.90816211738837)"
DIESEL (2),1990,0.9234616858406565,233.47459471077784,5,"(33.621543459326105, -85.68179755029554)"
SCRABBLE (2),1990,0.9229730784293964,231.48659054305764,5,"(33.583100564858064, -85.7039237222604)"
Shaws Ridge (Puffenbarger) (2),1990,0.9155707633239446,611.111692051605,19,"(38.36687913761982, -79.40108400710231)"
STRICKLAND (2),1990,1.2495352519730976,377.22603252868754,43,"(25.843871750317607, -80.92028243649344)"
FAYNE (2),1990,0.8704908344626974,227.2224437770378,5,"(33.436654125566704, -85.9152585500201)"
RATTLE 1 (2),1990,1.3427967034963237,393.7252898127717,7,"(25.581411201458835, -80.88775889872844)"
Cold Springs (3),1990,0.8257441382161076,542.6290278111476,23,"(37.562820100488416, -80.16578887139643)"
LANSING (2),1990,0.7966857137318152,555.015551656586,7,"(38.058887310088856, -81.03617128730332)"
SINGLE (2),1990,0.7426211595096835,232.9743767588084,5,"(33.61785234427463, -85.66928081076364)"
KIRBY (2),1990,0.7097951573785198,368.3387584772077,40,"(25.875608280040442, -81.13857495881786)"
QUINNIMONT (2),1990,0.691740027120449,541.8051228423042,8,"(37.857513500763446, -81.04667364889558)"
CANT SAY (2),1990,0.6687881484318171,370.47234797770267,40,"(25.85629285122823, -81.10725127278815)"
The Spurs (3),1990,0.6636687396168363,586.3525305551874,19,"(38.058616230565185, -79.63521686950118)"
WOOD (2),1990,0.656694297263832,394.05851178672395,9,"(25.479782750545084, -81.07311311272639)"
MELTDOWN (2),1990,0.6560172159868561,374.72925346851025,39,"(25.919052279274432, -80.86367889986433)"
DOLLAR (2),1990,0.6253438835279577,246.63919667061785,5,"(33.81485032200374, -85.71733877671505)"
Devils Backbone (2),1990,0.6145367906558449,469.8217174267022,11,"(36.50655979492216, -88.01135895483216)"
SAWMILL (3),1990,0.6041499069453348,644.6194693390537,361,"(36.0532874139954, -93.18435088310596)"
SITE 1 (2),1990,0.5675619244040915,374.03185374512225,38,"(25.764007270220695, -81.16975446607401)"
GRANDVIEW (2),1990,0.5449802903444412,539.8183467977673,8,"(37.83203778539727, -81.06442727930038)"
FULL GEAR (2),1990,0.5153521210986088,225.02140993546712,5,"(33.31012932990379, -86.11933949074603)"
LANSING (2),1990,0.48814346054826835,555.0365819617293,7,"(38.06514554668805, -81.05656121681234)"
STONECLIFF (2),1990,0.48035752432495343,546.0734173364978,9,"(37.92719722184786, -81.05867213162969)"
ROADSIDE (2),1990,0.45392981109861363,371.4455299612603,37,"(25.860702030223024, -81.0683283656952)"
DROWNING (2),1990,0.40349340006387363,373.10250717981756,37,"(25.857080031376654, -81.02326141289134)"
GNAT (2),1990,0.3989178476623592,232.5954066685843,5,"(33.6058561727128, -85.68775497809175)"
WORK CENTER (2),1990,0.3947533040654268,236.7176130316467,5,"(33.65458314347297, -85.73462890538784)"
SQUARE FT (2),1990,0.3656558300708033,360.5000982429208,37,"(25.909162612438493, -81.32796397173213)"
TANKER (2),1990,0.34435749142812727,233.76824827341213,5,"(33.6440898237273, -85.6258703015604)"
PETE WHITE (2),1990,0.34274996521053275,220.04074593268936,5,"(33.247195229439505, -86.0770353018159)"
ROAD (2),1990,0.3278345547371443,366.10409548362975,37,"(25.875238518837318, -81.21101887493325)"
POOLE (2),1990,0.31522899434406176,379.1708037972807,37,"(25.8244945652906, -80.8955939779746)"
JIMMY (2),1990,0.29350346396905125,233.15858408218617,5,"(33.62268281428187, -85.66325635711078)"
LAKE HAVEN (2),1990,0.2726256453941071,250.9560305293844,5,"(33.90290464520965, -85.64743270764356)"
GARDEN GRN (2),1990,0.2640617627781466,542.4324529176738,8,"(37.88606131819683, -81.11026889786876)"
SCORPION (2),1990,0.22696558261794827,385.3758599103092,37,"(25.664206863422834, -80.99635181163012)"
LOST RACCO (2),1990,0.22696534862343332,368.5055092267701,37,"(25.978430456079558, -80.94667977975718)"
SINGLETREE (2),1990,0.22696222700878535,351.9550595889299,37,"(26.100013712003182, -81.235940418005)"
NOT A PNF (2),1990,0.21435411433831134,354.6292308408155,37,"(26.064885257981388, -81.21719465712403)"
JONES (3),1990,0.20709500100224884,642.453756654311,10,"(36.05402170875828, -93.13693733096794)"
ACT OF GOD (2),1990,0.2017469478010626,370.74170126201176,37,"(25.915694354377138, -80.9898591658035)"
BRIDGE (3),1990,0.19802870136705203,621.6250451599129,361,"(35.98290350508939, -92.74483639227715)"
TERRY 1 (2),1990,0.19601456705679476,541.2430043653776,6,"(37.86110143214814, -81.08795544201729)"
TENT (2),1990,0.16391936438093285,367.53550408562813,37,"(25.945205188577585, -81.0351155815983)"
ROBERTS (2),1990,0.16391874282146468,374.22919922168666,37,"(25.817128504422293, -81.06191078241928)"
CAMP 233 (2),1990,0.16391797224147245,359.31083347537856,37,"(26.005507963502325, -81.18044389123175)"
ENTERPRISE (2),1990,0.11347967342289764,360.1986516457185,37,"(25.927506806303292, -81.30149257471982)"
Rumsey (3),1990,0.11113320398502512,556.4142416355326,37,"(37.752924261497334, -80.08167700562501)"
BIG TREE (3),1990,0.10120904475155494,649.911077297663,361,"(36.04471477936228, -93.30538220718503)"
MACE MILL (2),1990,0.10723621469420709,621.6473581981186,12,"(38.25820482684192, -78.77606611278073)"
ABBOTTRIDG (2),1990,0.09948245714146778,620.5169852799532,37,"(38.234633502634594, -78.76733641856035)"
ABOUTTIME (2),1990,0.0630444437331224,360.83124356351124,37,"(25.91214432173609, -81.31106505374203)"
NORTHCUT (2),1990,0.008832510109295564,170.95371035275397,10,"(30.910921002268108, -81.42634107450267)"
Quick (3),1990,0.006931273944675037,540.418272118616,18,"(37.523532565352426, -80.157452179382)"
GAULEY MTN (3),1991,12324.846551180732,557.6870760078392,450,"(38.12846724733592, -81.13540287545844)"
GAULEY (2),1991,1009.2067981513902,563.7873356480725,85,"(38.20274856461345, -81.06574063245635)"
DOF204 (2),1991,937.5228429809837,347.5332882199518,142,"(26.21210275090825, -81.16892375181138)"
DOF 247 (2),1991,744.6616580678801,400.9739303745931,650,"(25.64067263078115, -80.56396837185956)"
DOF 169 (2),1991,717.7990604006783,400.1157424796149,218,"(25.608418244771777, -80.64416923957496)"
JOSH BDAY (2),1991,694.7948973899728,383.70660048696857,146,"(25.748290870033266, -80.89337347512733)"
HINSON (2),1991,574.4881296486785,353.3961843299103,40,"(26.08248478022144, -81.22322758597998)"
