fire_name,fire_year,fire_size_acres,closest_distance_miles,perimeter_points_count,closest_point
COMPARTMENT 9 - COMP 9B (1),2017,261.82820485337794,159.8482015935994,108,"(32.466869869427, -85.60844769799728)"
LYNN LICK SITE PREP BURN (1),2017,261.5060078568581,437.60693573279246,191,"(36.524162176841315, -82.00074340410612)"
COMPARTMENT 104 - C104 (FY17) (1),2017,260.417229588796,318.2025748761997,1382,"(33.04167693784385, -79.7673329840758)"
JONES,2017,370.06511975882916,189.97181663118735,28,"(33.201481143975634, -83.90543310592841)"
COMPARTMENT 11 - COMP 11A (1),2017,252.14603927978345,159.12757540682728,162,"(32.470707537616775, -85.57609666923143)"
YELLOW BRANCH (1),2017,251.96690002341737,305.7547573661065,379,"(34.79662914970283, -83.13990611509584)"
ROTHOMEL TRACT - ROTHOMEL EAST (1),2017,292.0147360674962,533.825808450545,224,"(37.29624753831947, -88.62142672253967)"
CEDAR LAKE KUDZU (1),2017,246.60703972801088,571.3708866697467,847,"(37.610467406147066, -89.29625250076693)"
RX - COMPT 107 RX (1),2017,246.16473352658167,193.5454616751283,70,"(33.24203663991598, -83.79441987382276)"
SPEAR (1),2017,244.44815273316618,309.35365290023094,159,"(34.12617341085155, -87.30212576548863)"
AWL KNOB (1),2017,243.29642775116506,334.22043320601585,183,"(35.19542954970846, -83.00780982360125)"
WOLF TRACT RX BURN - WOLF TRACT RX BURN FY2013,2017,242.58558255035473,605.0397213561048,188,"(39.06401586781062, -86.3574027813941)"
STATE PARK 107 (1),2017,240.98570187170714,310.7452060825033,39,"(34.865472867922364, -83.11093232484095)"
BLOWDOWN - BUTTERMILK TALBOTT - UNIT 11 -  BUTTERMILK FS (1),2017,497.0603547935889,586.4989378969741,272,"(37.77923087697005, -89.47723135689864)"
EASTSIDE RX BURN BLOCK E - EASTSIDE E - MIDDLE BLOCK (1),2017,451.6708785747053,602.2919028439782,708,"(35.443735979808174, -92.77428483152507)"
KELLY FLATS - KELLY FLATS WL (1),2017,239.73209319543335,524.3032667427503,237,"(37.42445745019191, -80.57301554597296)"
FREMONT - DD PINE 1 (1),2017,238.34345854149603,602.7606852506619,141,"(36.957702009307674, -91.26444389393659)"
SHIL_HFR_2018-2023 - FY18 East Branch Shiloh Creek (1),2017,553.6350450571128,400.124115025019,51,"(35.12132921047376, -88.35170516214163)"
2017 DESOTO RX FIRE - 15527 (1),2017,236.71253255919837,284.9752881219554,283,"(31.025773767963972, -88.99472118804309)"
COMPARTMENT 234 - MUMP CREEK SITE PREP (1),2017,234.447640172575,225.26944142931578,246,"(33.37720927386479, -85.98124313323196)"
OAK MTN WOODLAND DEMO RX BURN (1),2017,231.13226081352508,609.751922767372,409,"(35.49122910979162, -92.89406559046634)"
Congaree_2013-2018 - Dawsons/Red Bluff FY2017 (1),2017,227.71219829156877,308.3489229706106,123,"(33.807239022326044, -80.75803036909618)"
TPL TRACT - TPL TRACT EAST EXPANSION (1),2017,226.37662735655093,591.5070895141596,154,"(37.81018251424171, -89.58646956691427)"
COMPARTMENT 258 - EUMAWHEE SITE PREP (1),2017,304.32894474008117,224.65080466157485,239,"(33.30140260259014, -86.12459846661477)"
2017 DESOTO RX FIRE - 7258 (1),2017,224.72351496926032,287.12120625716267,292,"(30.558698147412183, -89.06283966346072)"
BURN BLOCK 126 (1),2017,225.63780188485788,405.3771008168534,295,"(33.98894276283286, -89.79022511067411)"
COMPARTMENT 186 - C186 (FY17) (1),2017,220.0868966915841,327.38331133287795,172,"(33.0892071922298, -79.6156513313929)"
BELLWOOD - C-10 (1),2017,219.348456489213,535.0111017924754,69,"(31.491304400112014, -93.18603759319635)"
COMPARTMENT 110 - C110 (FY18) (1),2017,417.7857240392538,315.0477513833532,116,"(32.982281913401756, -79.78681420232171)"
COMPARTMENT 040 - COLEMAN B (1),2017,441.71520778189165,240.6190649703108,512,"(33.77074332790399, -85.55564936076271)"
VABBR Back Bay Marshes - VABBR-FY17-Rx HZ Fuel Reduction (1),2017,212.859655394917,641.967971091397,79,"(36.632870634916436, -75.90746084800799)"
MOUNT JOY RX - DRY CREEK #23 KV BURN FY17 (1),2017,273.28769442759307,287.9203773967528,167,"(34.57056026379659, -85.1352043260698)"
COMPARTMENT 63 - C63 - PINE MOUNTAIN (1),2017,206.91495753206323,296.6544674676106,517,"(34.689147702288764, -83.29885043254143)"
COMPT 905 - DICK'S CREEK FY'17 (1),2017,200.59466909966213,296.4539486061197,307,"(34.695820499315964, -85.13931524554154)"
LASER-2017-A - LABBR-FY17-Rx-BigBranch (2),2017,280.33579700433353,336.80675545171476,76,"(30.275824253270724, -89.88528246644817)"
Jacks Fork - 17 Pistol Barrel (1),2017,198.1757844658474,618.6072799047498,57,"(37.162569315329, -91.41236323533668)"
COMPARTMENT 184 - C184 (FY17) (1),2017,191.27273056877087,325.18495657618735,286,"(33.100335633166765, -79.66906552004123)"
LRHI: UNION CEMETERY RX BURN - UNION CEMETERY NORTH RX BURN (1),2017,182.2407145323745,580.9375657766366,3058,"(38.641341318823606, -86.70083832045673)"
SCACR-FY19-ACE BASIN-WUI-B - SCACR-FY19-RX-GROVE 9A (1),2017,181.43054671249664,272.55917770598506,45,"(32.66498556254486, -80.41327727737443)"
BEECH CREEK (1),2017,175.75888476488745,622.8132684090374,91,"(34.47415178174172, -93.81013609408657)"
HOLMES CHAPEL - HOLMES CHAPEL SL ONLY (1),2017,172.3940045112857,316.39499008255075,55,"(34.277677575698235, -87.25750708612043)"
SIMMONS,2017,171.48635882437327,198.192317962503,55,"(33.24307090123764, -83.39782223497349)"
COMPARTMENT 050 - COMPARTMENT 050 FLAG POLE (1),2017,171.00601670369443,494.02915879999114,71,"(31.07729892669495, -92.5260720233212)"
COMPARTMENT 90 - HERNANDEZ SP FUELS ACRES (1),2017,168.0603217017868,225.0753495560472,112,"(33.454614523868706, -85.78114354961443)"
GA POWER (2),2017,197.21624869770102,182.26696395823498,53,"(33.08092311098197, -83.82956551417408)"
RXBURNC020 (1),2017,167.54160435869258,527.4586064294106,258,"(34.759418858068564, -76.76223043626055)"
LK GEORGE ST FOR STEVENS AREA (1),2017,165.69823071840338,187.13615371445712,31,"(29.16129291026057, -81.51335135613935)"
ILCOR-WUI - ILCOR-FY18-RX-WUI (1),2017,280.7292357989507,566.3440730487857,206,"(37.61945103462295, -89.10161079041615)"
FLATTOP RX BURN - FLATTOP SOUTH RX BURN (1),2017,421.26837917136777,636.56908886128,68,"(35.20374603089329, -93.64781886405372)"
CEMENT HOLLOW (1),2017,164.29224673154303,533.6704560027199,68,"(37.33561221198282, -88.52660558446064)"
MICHAEL JANSEN (1),2017,164.1946883690032,230.08177377118736,120,"(33.72710487774424, -83.43894075958008)"
TFB (1),2017,162.0239943396879,270.9605330729341,237,"(31.33251482642761, -88.69778535749411)"
ABNER COUNTY LINE - ABNER COUNTY LINE W/BOG (1),2017,159.1677110916286,428.9468569268151,108,"(35.501392025089245, -79.914859599026)"
MAULDIN FIELDS (1),2017,157.32329777489784,618.7670387491174,272,"(34.59159353961774, -93.66841846008246)"
RXBURNC001 (1),2017,156.71798937987987,515.4823967064639,83,"(34.98268279812129, -77.19577825291526)"
COMPARTMENT 032 - NEW QUAIL 3 (1),2017,193.4366866248446,241.85683175932414,178,"(33.78714380637985, -85.56467811432668)"
SUNRISE RXB (1),2017,155.16703412396046,417.2566551546022,96,"(36.223199164036764, -82.03723283733872)"
No Fire Name Provided (2),2017,154.06273918204127,325.50837551270166,240,"(34.554369436631134, -81.4681762840849)"
SCCRR-FY17-CSNWR-WUI-A - SCCRR-FY17-RX-COMP-07 (2),2017,277.0159814728667,367.73652545212605,126,"(34.59790134236661, -80.26969834945176)"
LACPR-FY17-Cameron Prairie - LACPR-FY17-RX-Marsh and Prairie (1),2017,153.8444987123792,527.7994489144498,68,"(29.95889404122432, -93.0554062161011)"
COLDSPRING - DOUBLE LAKE RX (1),2017,152.7422697693961,648.6783895098658,360,"(30.5507797239515, -95.12890530145697)"
BURNING (1),2017,190.91544123466582,280.4264594389731,243,"(34.1785623418273, -82.30162507357154)"
DIXIE NORTH (1),2017,203.3956880338767,154.1983205950025,127,"(31.150935528185514, -86.71660189733022)"
KRD DEVIL SWAMP UNIT - DEVILSWAMPUNIT (1),2017,148.0728191104615,522.8517131725104,114,"(31.37067639416425, -92.99166700090315)"
MT. MAGAZINE N. RX BURN 2008 - MT. MAGAZINE N. RX BURN (1),2017,147.34950182133352,635.581528257933,153,"(35.16913750440429, -93.65059156518754)"
WHITE,2017,328.5791456853582,200.9919711719492,25,"(33.26578620016493, -83.31440853888118)"
PLEASANT HOME - PLEASANT HOME (PLH01 FY18 KV,2017,170.77537927443737,148.42539553426977,185,"(31.16423568636065, -86.60920725327763)"
ILCOR-HFR - ILCOR-FY18-RX-NonWUI (1),2017,142.85542187224212,568.8967490613855,47,"(37.68959660478799, -89.04369323584442)"
FULLER,2017,142.42999135739328,208.8980673644834,56,"(33.40940390060285, -83.42630737953291)"
TYRE GARY (1),2017,140.57502929332793,242.47745103535723,52,"(33.8641268219256, -83.20089527081181)"
BEBOUT TRACT - BEBOUT TRACT NW (1),2017,191.1534191006797,539.1070296385432,182,"(37.51378116512245, -88.31389220806643)"
GORE GREENDALE BURN UNITS - BURN UNIT 1A (1),2017,129.2031421527321,636.78979010056,109,"(39.55734225524537, -82.29693218049)"
ARBAUGH WOODLAND RX BURN BLOCK - ARBAUGH GLADE RX BURN 2017 (CFLR PORTION) (1),2017,213.73579092233848,649.437721575005,146,"(35.75527861266475, -93.52318477501245)"
LASER-2017-A - LABBR-FY17-Rx-BigBranch (1),2017,124.41023952403089,338.0855852652344,46,"(30.26183227800079, -89.90568269660264)"
COMPARTMENT 93 - C93 (FY17) (1),2017,124.07566546579743,320.0177154004282,131,"(33.11429603892805, -79.78642183799806)"
TURPEN TRACT - TURPEN TRACT WEST (1),2017,122.19978270847768,538.7455926264394,128,"(37.34797086278324, -88.68843844852819)"
VAGDR-Hazard Fuel Reduction - VAGDR-FY17-RX-HZ Fuel Reduction (3),2017,179.16594949526754,613.6846940496873,138,"(36.61254172188351, -76.55304705427912)"
STRI HFR FY17-21 - STRI FY17 Prescribed Fire (1),2017,114.23739976020224,393.24949155683265,134,"(35.86476332255085, -86.42823653110561)"
MOORE ,2017,114.13765728829104,181.81664102677948,44,"(33.0467152557766, -83.63884498804364)"
ILCOR-WUI - ILCOR-FY18-RX-WUI (3),2017,217.2983201074034,565.3361516178089,80,"(37.60632235685448, -89.09341521765582)"
HOLLY BAY CAMPGROUND (1),2017,111.96164877856246,449.23577740008625,221,"(36.978115031460185, -84.26516589251185)"
LAKE VESUVIUS BURN UNITS - LAKE VESUVIUS BURN UNIT 6 (1),2017,263.10018457365953,568.9137867894659,114,"(38.604538227920614, -82.63170066583335)"
GLADE MOUNTAIN - GLADE MOUNTAIN BLACKLINE (1),2017,110.8778659838123,469.9075838704103,20,"(36.83557412744054, -81.35714934130957)"
WEST TRACT - WEST TRACT BLOCK 1 (1),2017,103.39006741776748,552.6321566544824,98,"(37.565416474033086, -88.71818963548984)"
HOLDER ,2017,99.22018053882209,199.52263391891617,95,"(33.28274148332465, -83.49233483650809)"
ROLLAND-MOFFATT RX BURN - MOFFATT SPRING 2017 RX BURN (1),2017,97.8647502914705,577.4541144756712,72,"(38.59751049666814, -86.65985997760215)"
COMPARTMENT 175 - C175 (FY17) (1),2017,97.11341009111356,326.83311156378534,49,"(33.12157880190132, -79.65153429070584)"
2014_2020_Big_Meadows - 2017 BM central/east (1),2017,96.92614234036661,646.2938991941271,2437,"(38.51263306417315, -78.43734542097846)"
KAUFFMAN,2017,191.66613961701893,200.95359195363352,4,"(33.28441198875, -83.39738862382933)"
HARRIS BRANCH NORTH (1),2017,209.99840193307506,540.2511045264857,441,"(37.547099657908035, -88.27694341055866)"
EURY DAM (1),2017,92.90607120302049,416.07450388002815,83,"(35.26275811094741, -79.91132156018777)"
TURKEY RIDGE (1),2017,237.84557873590055,301.4576527972752,85,"(34.758360579867485, -83.28780601684599)"
Tupelo FMU WUI FY17-21 - Chickasaw Village FY17 (1),2017,91.21309725182779,371.51508781682867,235,"(34.274750338935355, -88.74161852218955)"
SHEPERD,2017,90.47139361895834,234.96747493592912,50,"(33.759530825923704, -83.23762182342848)"
CCC CAMP (1),2017,90.2322555223243,597.7048616268577,25,"(34.84883281603584, -93.10123677139752)"
COMPARTMENT 283 - BEE GUM D WEST W/O TIMBER SALE (1),2017,87.21227955627613,218.6490511634101,142,"(33.195570815635584, -86.13441921464245)"
JACKSON,2017,86.54771858134308,198.70801804534628,45,"(33.25589555740893, -83.42100076632059)"
MIFFLIN PBURN - MIFFLIN OTTER AND BOTTOMS SPRING 17 RX BURN (1),2017,85.83244944389781,555.2530606430768,451,"(38.291172726611855, -86.53114102773446)"
BARNHART UNIT 1 (1),2017,99.49323535716395,617.2028227436439,370,"(34.850163032843426, -93.48667770847429)"
BRUSHY STRIP RX BURN (1),2017,81.11986451683867,628.507733418933,105,"(34.644317717685766, -93.82723173510544)"
KRD DEVIL SWAMP UNIT - C-67 (1),2017,80.77179955585557,524.0001087210544,11,"(31.418988076779776, -93.00643811034635)"
WOMBLE OFFICE (1),2017,80.66560073872495,614.2083043934409,51,"(34.54060044219117, -93.60878104523644)"
STRAWBERRY MOUNTAIN - STRAWBERRY SITE PREP RX FY18 (1),2017,76.9868584152887,289.7023789686682,488,"(34.59218771739764, -85.16510028251554)"
SEED ORCHARD COMPARTMENT 87 (1),2017,75.98769530366592,492.24068293640977,80,"(31.49955092588915, -92.45688014572221)"
No Fire Name Provided (1),2017,73.27508741806935,175.13742895316975,405,"(29.183751598621523, -81.72775148588025)"
STEWARDSHIP PLACEHOLDER (1),2017,91.8764984020673,314.89930384088314,64,"(34.425656823687, -81.57048600060483)"
EMBRY,2017,68.52357749479833,209.3115556182999,59,"(33.3922691376611, -83.31881693273064)"
PRINCE ESTATE / RICHARD PRICE (1),2017,67.59535141497653,285.975454552748,235,"(34.60779121722325, -84.41430107317011)"
SHADY LAKE RX BURN - SHADY LAKE 2017 RX BURN (1),2017,66.97486820569725,630.9512407344786,90,"(34.360824291675655, -94.02340744301418)"
COMPARTMENT 81 - FY17 (1),2017,64.6058167301916,331.2042783772746,16,"(32.23283483626154, -89.45762183304201)"
WALSTON RIDGE - WALSTON RIDGE EXCLUDING TS (1),2017,64.12055291815588,317.0392511002348,177,"(34.265477090072274, -87.29836663051955)"
FAUSETT ,2017,111.468813508253,280.0937335810312,234,"(34.52475346440152, -84.27144800601668)"
OH BRYANS (1),2017,61.00361569277439,310.667397633111,542,"(34.09454360733157, -87.39171283952568)"
HIGHWAY 134 - HIGHWAY 134 CORRECT ACREAGE (1),2017,60.54714533437463,429.91915976467567,70,"(35.492331566941594, -79.871859127358)"
COMPARTMENT 205 - C205 (FY17) (1),2017,58.37682747179842,320.8168047443657,133,"(33.04144179799685, -79.71368026107731)"
COMPARTMENT 017 - COMPARTMENT 017 RX (1),2017,57.772787298871705,501.72822823275726,42,"(31.22685395991998, -92.64607484753905)"
JOHNSON CO LANDFILL - JOHNSON CO LANDFILL BURN (1),2017,56.45621217759257,554.784209805607,764,"(37.54907999990387, -88.83497000030769)"
WILLIAMS,2017,55.65732560637653,232.51215104386412,92,"(33.69593636288853, -83.12559331981363)"
COMP 44 ALL RXB SEE SUBUNITS (1),2017,54.667622405867085,321.6000590686565,41,"(34.53568173476444, -81.56535417677968)"
No Fire Name Provided (1),2017,52.237419448671986,482.19080299852794,161,"(37.45054875098444, -83.91780331825234)"
SMITH,2017,51.88974109580732,203.2639372345459,14,"(33.342335339328514, -83.51289386888014)"
HONEQUARRY2 - 2017 (1),2017,51.503224705032245,622.6437065312363,41,"(38.44011898916601, -79.13014682139476)"
CARL DUVAL MOORE SF STEVENS AC (1),2017,50.63517941614463,153.41245609524913,38,"(29.63885416316671, -81.87014873678916)"
LASER-2017-A - LABBR-FY17-Rx-BigBranch (1),2017,50.109634368931495,338.1303735940403,18,"(30.279049731981814, -89.90769582795528)"
NORTHWEST PU 1 (1),2017,47.47147223743771,425.61782198921446,105,"(35.50165123362079, -80.0138418350537)"
JAMESTOWN TIMBER ,2017,46.40706267231324,246.39748270916868,142,"(33.90433595504443, -85.3807066594768)"
BREWER,2017,46.193463764307225,199.21220110531266,14,"(33.23661516062845, -83.30518228498815)"
VABBR Back Bay Marshes - VABBR-FY17-Rx HZ Fuel Reduction (1),2017,45.209182828657674,642.6137458868278,41,"(36.65850964392776, -75.9183929123644)"
LAKE SYLVIA (1),2017,56.48154857391917,583.9260739802222,74,"(34.86387736912869, -92.81563874010398)"
WALTERS WEST - WALTERS WEST BURN (1),2017,43.6260140102792,536.6301970824989,173,"(37.54067799968749, -88.14351599983841)"
BIG POINTS TIMBER SALE UNIT 7 (1),2017,43.3049557605484,238.4532079722456,64,"(33.73948201962455, -85.54880195880752)"
RUSTY GWIN (1),2017,43.247756618121926,280.2715336670863,129,"(34.47473237738337, -85.01989196825019)"
FIRST CHOP (1),2017,42.98499742516926,173.29180281018353,276,"(29.19088730316198, -81.75846181450429)"
0000124B00 (1),2017,41.78736534955512,316.04559817361275,27,"(34.44202278124345, -81.56447000014374)"
LAND,2017,41.36250906423359,228.42547832394348,49,"(33.68977176086046, -83.37158428519291)"
COMPARTMENT 159 - C159 (FY17) (1),2017,71.72234284012454,333.5412149027411,325,"(33.15066856663501, -79.53624643176973)"
INAHGEH - UNIT 3 (1),2017,39.72583631650769,574.3169077587089,123,"(37.57129998837072, -89.47389245175845)"
STILLION PRESCRIBED BURN - RX BURN 14,2017,38.708183787153324,583.3168518812149,241,"(38.69162939620794, -86.62780176656992)"
ROLLINS,2017,38.23974527407052,191.84565286681706,88,"(33.22238135991004, -83.84048349049665)"
COMPARTMENT 063 - IRON CITY SITE PREP (1),2017,37.74190846831681,235.79001173394383,70,"(33.66706203067161, -85.65242190721341)"
MAINES POND RX - FY 2014,2017,48.20088667111332,601.6044502295524,281,"(39.04318987169658, -86.16876516104458)"
RESERVATION PU 3 (2),2017,50.10515728983497,423.4463220486175,175,"(35.512064456318896, -80.09651910679638)"
COMPARTMENT 77 - FY17 (1),2017,35.37052466709639,334.814215575288,12,"(32.314456446729466, -89.48730145846439)"
INTERAGENCY  BURN HONEYLOCUST (1),2017,34.11066379517808,574.8580028118224,30,"(37.63992706471751, -89.35695499728097)"
TYLER WEST UNIT 12 (1),2017,33.72351701516006,225.57765410351624,123,"(33.35696896178866, -86.0384696630919)"
RICH_MALVERN HILL_RX - 2017_MALVERN HILL (2),2017,63.515507959333604,625.2144876798176,116,"(37.415426103848134, -77.25216122390044)"
INAHGEH - UNIT 1 SOUTH (1),2017,57.53674899652473,574.6512336353443,15,"(37.58564308531439, -89.45723602169629)"
INAHGEH - INAHGEH UNIT 6 (1),2017,31.752082599036157,569.7370659629338,10,"(37.49304033382821, -89.47194962110241)"
No Fire Name Provided (1),2017,31.129156404057273,174.20385398836444,330,"(29.191448065782417, -81.74050814734106)"
MARSH CREEK - MARSH CREEK FIELDS ONLY (1),2017,31.052599784276836,431.58218000460124,86,"(36.721341376042126, -84.36788764875796)"
YEARLING GAP (1),2017,54.73829069837403,327.08842522601424,253,"(35.20610343155008, -84.32564733660556)"
QUILLIAN,2017,29.421155793199365,228.13579857119979,42,"(33.690832910604655, -83.39928855231389)"
JOHN JENSON (1),2017,28.526844188395213,199.55817609779075,58,"(33.314363422720476, -83.67415752560414)"
HEMLOCK '99 OPENINGS BURN - SCHMIDT FY14,2017,27.801820829388223,553.773119192686,348,"(38.272798799587385, -86.51228897913137)"
JONES JOY (1),2017,27.53120781393432,286.8779160890553,104,"(34.61157980195442, -83.88257796814112)"
WALTON TRACT RX - WALTON TRACT UNIT 3 (1),2017,42.94187820460656,578.1729086272252,42,"(37.955179430862714, -79.70861568641898)"
BAKER FIELDS NORTH - BAKER FIELD1 WEST (1),2017,26.93064945705827,647.8312098852641,162,"(35.68496157468006, -93.5422372147904)"
COMPARTMENT 28 - COMPARTMENT 28/36 (1),2017,26.888417536284365,324.4174965746587,186,"(34.63107595568463, -81.67084363034495)"
GUIS HFR 2012-2017 - NLO 2017 WUI (1),2017,26.560867056679758,172.4846160845573,18,"(30.368357463042386, -87.13718023219118)"
HUNTER CREEK RX BURN (1),2017,26.471476496784454,600.6685378467166,61,"(39.002194499210596, -86.33954326261977)"
OZONE RX BURN - OZONE CAMPGROUND RX BURN (1),2017,26.372821841177085,642.7225517177046,42,"(35.67139062599683, -93.44610407073829)"
BIRD'S CEMETERY RX SPRING 2012 (1),2017,25.329324034775762,544.6717712523772,159,"(38.1556226993057, -86.41646564647155)"
No Fire Name Provided (1),2017,25.27536692251715,224.4265814689116,31,"(33.36154450708153, -85.98558596216789)"
TRESPASS - TRESPASS #8A - 23.47 ACRES (1),2017,23.48766585271557,639.8304837108647,145,"(34.77629774257839, -93.97247342409199)"
RXBURNC054 (1),2017,22.654073934206696,513.3935413941683,73,"(34.84739552175362, -77.12694787961294)"
No Fire Name Provided (2),2017,42.96830705290342,484.7714929047293,135,"(37.48838760111795, -83.92983333833392)"
COVE LAKE LOOPS A & B - COVE LAKE RECREATION AREA (1),2017,21.870522085071624,635.8223197496795,70,"(35.22264992129967, -93.6203929027933)"
CHOCTAW CREEK BURN UNIT - COMPARTMENT 20 P BURN (1),2017,21.661759192616685,524.6772354023901,177,"(32.084475174989024, -92.91543180740702)"
TXCLR-FuelsManagement-W - TXCLR-FY18-RX-C9-Rgn17A (1),2017,21.06276130572177,602.8301649049414,42,"(32.64214411552208, -94.14934868508132)"
RX BURN- CPT 86 (1),2017,20.507820265215045,101.31019218987032,21,"(30.2357967217022, -82.57404830355621)"
BURN BLOCK 39 (1),2017,20.20589547524055,417.7100724263097,254,"(34.724501947762384, -89.34208563037893)"
MILL POND SALE (1),2017,19.937334416941148,160.26021924898393,186,"(32.49768638884679, -85.55922498751305)"
ALL RXB - SEE SUBUNITS (1),2017,19.80097448580433,320.8892246181348,45,"(34.54027189940649, -81.60020221792044)"
NELIGAN,2017,19.756603153188614,201.31805517484202,14,"(33.27656229083318, -83.33887432564028)"
NORTRHWEST PU 3 (1),2017,25.73652431128378,424.2222360693295,135,"(35.49524956783954, -80.04494199483078)"
PITTMAN,2017,19.487172797556322,196.79964386756393,82,"(33.29727602298359, -83.86433799840259)"
SAND SPRINGS RX UNIT 3 (1),2017,19.48244957150188,483.51744766310105,74,"(37.470729752066866, -83.94742336056228)"
NERI XERIC OAK RESEARCH - XERIC OAK - Grandview RX 2017 (2),2017,37.26078854273792,539.7211107175743,43,"(37.83289181003114, -81.07232497901691)"
INAHGEH - INAHGEH UNIT 4 NORTH (1),2017,19.050662503484304,574.3129329396093,6,"(37.55372388661104, -89.50766438490952)"
TRESPASS - TRESPASS #7A - 18.59 ACRES (1),2017,18.604322296078962,640.5664973942075,154,"(34.75852321126446, -93.99674193019597)"
HARRIS BRANCH PRIVATE (1),2017,18.06898440555621,540.7555843603259,43,"(37.56367427499251, -88.25565470732552)"
MCCONNELL - MCCONNELL - TRACT 1 (1),2017,17.51103110706045,547.4708169080408,40,"(37.49576248233844, -88.68216076905753)"
ANTOICH RX BURN - ANTOICH SPRING 2015,2017,16.632110351172408,578.913615171176,160,"(38.61717782008551, -86.67064734766565)"
GREASY CREEK UNIT 10 (1),2017,16.365862244741315,323.1585775113892,258,"(35.14517666022486, -84.48929417239977)"
RESERVATION PU 2 (1),2017,16.042006007411562,424.4696169144682,163,"(35.48839319577671, -80.02617095111584)"
TIPSAW DAM BURNING - CELINA DAM BURNING (1),2017,15.695593069978603,549.0233096296892,1573,"(38.178427690983334, -86.62543002001443)"
FY 17 PBURN (1),2017,15.579884659433695,174.19994629454763,41,"(29.19792988972506, -81.7362078738498)"
MARSHALL,2017,16.102379012800746,213.8520332402859,22,"(33.46156184409061, -83.32330633445379)"
ILCOR-HFR - ILCOR-FY18-RX-NonWUI (1),2017,14.353988677246729,571.4151805140666,26,"(37.72677298033038, -89.05468273391348)"
COLLIER GLADE (1),2017,14.25273357727211,532.0658012583183,24,"(37.483630663918134, -88.10072335798527)"
SAND SPRINGS RX BURN UNIT 5 (1),2017,13.448941204642374,484.20826014502995,103,"(37.48108847524553, -83.9588656609148)"
TIPSAW DAM BURNING - INDIAN DAM BURNING (1),2017,12.958804289980462,550.1334591045362,874,"(38.18907312259898, -86.65375018177316)"
GUIS HFR 2012-2017 - NLO 2017 WUI (1),2017,12.698144586958673,171.62351204981258,31,"(30.377820503640915, -87.12326589351326)"
Tennessee - Joe Branch (5),2017,24.969616631966417,408.4136503460932,23,"(36.37397913272027, -84.70253364888589)"
DOUG DELOACH (1),2017,11.448867224894306,189.9579708864716,30,"(33.17900013660184, -83.71552832752076)"
PIERCE ,2017,11.232702273641225,281.8737858876158,129,"(34.54968587716415, -84.14687805344838)"
LOCKWOOD CLIFF (1),2017,8.87135374060673,283.45002532835355,251,"(34.57049781686298, -84.06488367804607)"
MOCR_HFR_2014-2019 - North/East Dormant Season (2),2017,17.352400251901603,452.01866398354,21,"(34.457832016979154, -78.11202699955253)"
INTERAGENCY BURN DEVALL - INTERAGENCY BURN DEVALL WEST (1),2017,7.580693145526953,537.1640842393231,53,"(37.379521492220924, -88.5582906830004)"
RANDY DOWDY (1),2017,7.354593628640625,281.20294678352485,65,"(34.537567636051406, -84.05572023430098)"
STRI HFR FY17-21 - STRI FY17 Prescribed Fire (1),2017,6.595000080352042,394.73542815743707,25,"(35.887421560471694, -86.42885730783944)"
BIG SWAG (1),2017,4.9815931243288105,442.0317972734679,25,"(36.872026018600366, -84.4232368873207)"
HUZZAH - HUZZAH DAMS (1),2017,4.929975683099491,637.3047686961147,68,"(37.62992500088916, -91.2760766668574)"
SANDSTONE VC RX  - 2017 Sandstone RX (5),2017,4.900695776869206,539.9067353992843,46,"(37.781361579017485, -80.89570180676574)"
COMPARTMENT 063 - SHOAL CREEK OFFICE (1),2017,3.6971641236457056,234.05578190557574,40,"(33.6465413232223, -85.63224735449523)"
RESERVATION PU 1 (1),2017,3.3937674141044516,424.16015678098813,25,"(35.488042831180884, -80.03483009279242)"
MILLDAM - MILLDAM OFFICE DEMO (1),2017,3.2876830953680245,168.08424457753352,18,"(29.175147520267323, -81.8706982294131)"
THOMAS ,2017,2.9238350179115766,192.5624153329697,36,"(33.1855690088177, -83.52571842478439)"
TAYLOR,2017,2.6618660574196182,277.6571731499725,177,"(34.431783607551104, -83.44847274572756)"
FERNE CLYFFE - CEDAR BLUFF (1),2017,2.5196545178895424,559.7285421817729,67,"(37.541917127941566, -89.02962884134496)"
RESERVATION PU 1 (1),2017,2.3052659276207947,422.77633011371825,25,"(35.52136802109946, -80.1327011878094)"
INTERAGENCY BURN BOONE (1),2017,2.245606564887511,550.4455466792941,21,"(37.63195315416698, -88.47727765489049)"
RESERVATION PU 1 (1),2017,2.0376376389711477,421.5956368038371,28,"(35.459692000589385, -80.06445312462877)"
BUCK KNOB ADMIN SITE RX BURN (1),2017,2.0173680408492802,635.8055104724007,26,"(34.69068881526727, -93.94246462483935)"
ALLEN WHITE (1),2017,2.0006634995475596,289.2628276719225,24,"(34.60838781567328, -83.49130430887801)"
FLAT  ROCK CHURCH - FLAT ROCK CHURCH (1),2017,1.482105900580754,199.2019379727949,7,"(33.23950236465028, -83.31753336002639)"
WILSON,2017,1.3136971204606447,211.02710583720048,6,"(33.42994103392747, -83.37224788227157)"
WINDSER,2017,1.009675615553168,221.86057407447518,270,"(33.562036640893815, -83.23643293156513)"
MILLER,2017,0.6538911301910275,223.45508619099152,23,"(33.56005608767704, -83.13180899220593)"
LB Wilderness (BUFF) - 19 Lower Wilderness (1),2018,12303.81548495836,611.5525966608226,130,"(36.088014610614785, -92.42740535730955)"
