usgs_assigned_id,fire_name,fire_year,fire_size_acres,distance_miles,perimeter_points_count,closest_point
44131,POPS NW (2),2001,29.984524009452517,363.58801270338853,101,"(25.99139975124277, -81.07313684105812)"
44140,Long (3),2001,28.884438919148053,224.33808594639538,454,"(33.43893809844387, -85.79170214104882)"
44189,Ridge (3),2001,21.2371981000273,223.25026712168358,28,"(32.73142185228406, -86.95034550798707)"
44192,MOSQUITO (2),2001,20.96877519134472,367.26508175668516,46,"(25.862406589798937, -81.19826608668006)"
44211,Brier patch (2),2001,18.812517766460285,223.54349281467245,32,"(32.72371540107956, -86.96600136143236)"
44224,Kimberling (3),2001,16.48879149042878,494.37826047112696,12,"(37.14439563368483, -81.12875849504043)"
44272,Brazier (3),2001,12.039666922623462,234.1126143894186,28,"(32.809069594890595, -87.12019164860266)"
44275,S. DRAKE (2),2001,11.98102329233868,360.44227107482044,51,"(26.049398210642494, -81.06538830711723)"
44288,GRANITEMTN (3),2001,10.745953241110781,615.4347616023665,133,"(36.14536361356088, -92.46095246009705)"
44336,Sleeper (3),2001,7.834329670990133,488.1553551780926,48,"(37.00168051937141, -80.99597216837323)"
44353,11 Mile (2),2001,5.999583896248001,376.16962361538424,19,"(25.847887857927383, -80.94534824405292)"
44356,LOSTCHARLY (2),2001,5.867615543084154,381.29508709932463,37,"(25.696336277747758, -81.0656209498765)"
44385,First (4),2001,3.8947794942445415,636.7494622697483,124,"(37.6895947606183, -91.17392827425127)"
44400,Garrett (3),2001,2.897651240601809,233.3636078102946,20,"(32.856105557173315, -87.04931053257924)"
44404,JEROME (2),2001,2.5459694205289876,354.2851248883441,38,"(26.00407358069622, -81.34473809695335)"
44405,SE TOWER (2),2001,2.537864460678699,404.41779725431405,24,"(25.5881361563386, -80.55173726097676)"
44407,STRIKE 3 (2),2001,2.4232205009720573,369.7511826757676,17,"(25.888247985173393, -81.07040303851335)"
44408,BALL 1 (2),2001,2.399664617690998,363.89636236581777,23,"(25.9805185443513, -81.08335462518787)"
44409,Hellgate (3),2001,2.381987699227666,562.430904091822,15,"(37.595756911110854, -79.48809435203121)"
44417,NOBLES (4),2001,2.0881627559556954,352.52549597331495,361,"(26.18541617959927, -81.06531516520451)"
44419,Tinker Bell (3),2001,2.0432984159019494,538.8449752485401,22,"(37.40460055887675, -79.9355311180948)"
44431,BASINCOVE (2),2001,1.9175687501096634,445.0192845722252,7,"(36.388782971563295, -81.19560366850949)"
44445,LOST WIND (2),2001,1.4245895848882695,360.82256307940696,19,"(26.01350053534575, -81.11844469888202)"
44449,Cave Springs (3),2001,1.3060837469282318,315.11929030055603,6,"(34.327828993544486, -87.12719386884312)"
44452,40 Mile (2),2001,1.2639552174248856,382.74460132676955,9,"(25.786667456703352, -80.85421969315881)"
44475,SANCTUARY (2),2001,0.9866185030215625,356.5664300266766,101,"(26.203325304609386, -80.9165778270721)"
44477,HEMMED IN (2),2001,0.8692875344521507,370.90492091537055,22,"(25.81549492887697, -81.17121782495762)"
44479,BEARCAMP (2),2001,0.9789302102580643,346.46374028556306,27,"(26.1825910243323, -81.25518664436903)"
44492,Trash pile (3),2001,1.2955130203702123,249.75830762286475,15,"(33.00740256590226, -87.26827250527509)"
44501,Sword man (3),2001,0.5885375066929058,251.2580859582516,19,"(33.01438254449463, -87.29609786561664)"
44502,F.O.C.#2 (2),2001,0.5571803658745716,358.16259510550765,19,"(25.94071319436837, -81.34247079085993)"
44503,1031#2 (2),2001,0.6986839250972594,471.38332691123946,86,"(37.12524374015527, -86.08923161434352)"
44506,PINE-OAKS (2),2001,0.5247768264351519,359.8440685583079,12,"(25.936725056489845, -81.29497454257017)"
44521,BF FIRE (2),2001,0.4839891686428921,367.92339741953015,10,"(25.862586626457585, -81.17667967843705)"
44523,INDIAN GAP (2),2001,0.46428570016739223,574.5254986425952,5,"(37.7171762008199, -79.31319169547031)"
44528,CONCHO (2),2001,0.4268001467506677,359.25794576158785,361,"(25.985670045598532, -81.21943389579377)"
44536,TIMECHANGE (2),2001,0.35852897130007216,541.1894206075324,17,"(37.84948184696367, -81.05171877819052)"
44537,FRUITFLY1 (2),2001,0.4521051614828088,353.65373445233126,19,"(26.17487477319384, -81.04988800708497)"
44541,STRIKE 1 (2),2001,0.537652576369627,359.9216756713771,17,"(25.991843365092397, -81.18671483823798)"
44556,DEEPLAKE (2),2001,0.2899983703799745,354.48942852435096,17,"(26.03429123214795, -81.27942624700775)"
44572,WILSON (2),2001,0.2474403148945081,354.87428760201584,361,"(26.19520353911752, -80.97923920302335)"
44575,OPS FIRE (2),2001,0.2314403893157782,358.946155516147,361,"(25.92924102703901, -81.33939587590002)"
44588,F.O.C. #1 (2),2001,0.19069555897851256,357.55272482956593,12,"(25.94991904806269, -81.34431604113063)"
44589,COW (2),2001,0.1897766465788049,353.9526832340603,361,"(26.198045792207132, -81.00146155288071)"
44592,BUFFALOCRK (2),2001,0.17822068529683607,546.0032377123823,12,"(37.91471606536259, -81.02039983447122)"
44594,POPS (2),2001,0.17297787084742566,366.50655438703296,361,"(25.991747631387632, -80.98352229773113)"
44599,11MILE2 (2),2001,0.13934357157784624,375.4076025670839,5,"(25.849953460463905, -80.96499407159449)"
44600,GOAD (2),2001,0.13897926927666523,465.26596480661664,5,"(36.58414809239178, -80.85444887470977)"
44604,GLADE CREE (2),2001,0.10620631250993172,536.2101268996095,15,"(37.769794891158654, -81.04364157202406)"
44678,RINKYDINK (5),2001,0.1043608320748295,643.7392935849484,41,"(38.47832539095788, -78.45654837199064)"
44711,WINDSTORM (2),2001,0.08694819381716062,362.8909975637072,361,"(25.952633991415176, -81.1663304948705)"
44716,P.BEAR (2),2001,0.060544205543896355,345.97558294222586,361,"(26.18683456928695, -81.26261018168569)"
44717,Camp site (2),2001,0.0590851895515114,251.79331732831147,5,"(32.89090949225245, -87.44153863977799)"
44719,Bastian (P86008) (2),2001,0.049495966257585046,494.54014455809295,37,"(37.15315541375683, -81.14790640162434)"
44720,NOBLESWEST (2),2001,0.0488752148941848,352.87508246931947,361,"(26.174978116193657, -81.07296236336151)"
44726,SANDERS (2),2001,0.025334188293497033,376.57171763379114,5,"(25.84617879999766, -80.93611767969699)"
44728,Old 23 Pound Fire (3),2001,0.023432596681193376,470.9115946446789,33,"(37.15601924305939, -82.61984845817013)"
44729,Lovelady Gap (3),2001,0.023191413926423193,441.5223985504672,32,"(36.76267319459239, -82.87663449325254)"
44734,IWO JIMA (2),2001,0.020972138078809145,181.50092795072365,6,"(30.326274585684587, -87.28557943233392)"
44737,RAINOUT (2),2001,0.016545244286037878,368.20049660048926,361,"(25.861087074589133, -81.17064473882292)"
44738,SS FALLS (2),2001,0.014119806528388667,538.0529104966165,9,"(37.75716876774121, -80.91068456283647)"
44752,US33TRUCK (2),2001,4.403571220870686e-05,633.0848864078941,10,"(38.33345231225452, -78.53306803521765)"
44897,Marbleyard (25),2002,2934.206402874522,561.0426231397012,954,"(37.57510353557547, -79.49385868986073)"
44995,ROCKYTOP2 (6),2002,1485.6710514188765,624.6864912069675,3664,"(38.279804815853886, -78.71432389978052)"
45169,POWERLINE (2),2002,196.9111689060973,42.14554918821737,2517,"(30.056603144771746, -84.77991865780878)"
45175,BLACK CREEK (2),2002,192.6756338774518,48.635960095311,83,"(30.106121926430735, -84.95398923302098)"
45177,C111MILK (2),2002,241.41157432211094,411.53262594384915,54,"(25.453659707943437, -80.5717646977445)"
45185,CR474-153 (2),2002,182.94346902440816,285.44111487172984,28,"(34.436083853497756, -85.6211252966091)"
45187,8TOWERS (2),2002,199.73837676007474,396.69349094547397,55,"(25.725445120300645, -80.54715723045993)"
45224,Cat (3),2002,145.8185364860159,252.27108606954235,1799,"(32.946322795746276, -87.39460284766683)"
45292,BURNS EAST (2),2002,168.08305559187409,364.3063488393245,207,"(25.92023805006254, -81.18252187426505)"
45314,Last Chance Ridge (3),2002,82.49694496971698,227.68885742052953,61,"(33.463084495871634, -85.86796335896219)"
45401,Perfect Picture (3),2002,49.76634651147366,243.5614299812699,80,"(33.821634999205976, -85.53490462454727)"
45408,Sunday (3),2002,46.68926196780637,228.87213035758347,45,"(33.53321127824508, -85.72967229947922)"
45410,MUCK (2),2002,46.52169534281019,369.711556225565,60,"(25.804617813436863, -81.23143837294226)"
45464,SMITH CREEK (2),2002,35.000954324205956,31.026434508602897,880,"(30.163937495764472, -84.64123586874146)"
45466,Opal (3),2002,34.81651548260519,632.1516548000001,56,"(34.53125101467473, -93.95857881165435)"
45473,Bill (3),2002,33.5732311571077,235.0489683510383,184,"(32.77211603583202, -87.18197034075055)"
45538,NATRLOUT02 (6),2002,22.059192034976743,404.8427573281656,4,"(25.51926464285484, -80.65798937096977)"
45561,C 51 (3),2002,19.527919475860724,249.66918694127375,23,"(32.89850760889188, -87.38514904610845)"
45576,GRIMGULCH1 (2),2002,23.88029257073099,363.7124056853164,33,"(25.96961533654246, -81.10899428320798)"
45583,NATRLOUT03 (2),2002,17.626964942658038,388.6759492673831,13,"(25.532609950312768, -81.14628759574956)"
45590,CASTRO (2),2002,17.21561507940253,18.841621162010206,1030,"(30.396569192919387, -84.55702939054041)"
45630,DOF227/232 (2),2002,14.145336193374163,406.161065962255,24,"(25.555441373345776, -80.55597070108921)"
45635,YEAGER (2),2002,19.136477403491266,246.42760751182485,23,"(32.87297893192204, -87.3374733464924)"
45645,BAHIA (2),2002,13.16678551719921,46.12066430032396,821,"(30.264668371314077, -84.98850599335314)"
45657,DBLMTN (2),2002,11.987196440471983,357.4464857632229,23,"(35.63334776018828, -83.80485738932533)"
45660,PINE CREEK (2),2002,11.683891296125458,28.695985996761497,709,"(30.264264893907047, -84.67406069174528)"
45676,LOST PINE (2),2002,10.506584675878624,383.99032110674233,23,"(25.6690364258686, -81.03137853845325)"
45691,Rough_road (2),2002,9.51349159114281,219.4397513560607,37,"(33.235143604146835, -86.08119681181017)"
45695,Barrel (3),2002,8.936206993672313,250.8685267448761,38,"(33.011746134999484, -87.28980952609608)"
45704,49 (3),2002,8.378807044581906,246.9678097560304,21,"(33.88867581527426, -85.47848998520449)"
45717,Busted tree (2),2002,7.508923170711176,228.8447227979788,254,"(32.73218126014936, -87.081039878197)"
45721,Horton #1 (2),2002,8.324082913233312,630.5460000963448,60,"(36.848612223832916, -92.09238791955151)"
45738,CAMP BETHE (2),2002,5.955670106783557,545.2952652101457,67,"(37.44326287822769, -79.7810034352305)"
45748,3-Jul (3),2002,5.42427616523281,620.7216640962665,19,"(38.41971470851306, -79.15625930239526)"
45757,Dry Lake fire (2),2002,5.174074861377873,447.4801370058789,13,"(36.84821241243205, -82.86090920558057)"
45761,Broken Line Fire (2),2002,5.015135053748395,621.1020905206631,64,"(38.447678343577586, -79.20539917103034)"
45762,Strike ll (2),2002,4.992554282051551,643.9685058559459,64,"(38.58382962294596, -78.66410849047051)"
45763,Cub (2),2002,4.992525943526534,641.4836156153549,64,"(38.53938519415978, -78.65938598437462)"
45764,Strike lll (2),2002,4.992430666546248,643.5336793836681,64,"(38.56355196455244, -78.63716412620721)"
45780,HILLIARDVILLE (2),2002,3.8628911450184855,14.98556678400056,420,"(30.288704900928582, -84.4046670974965)"
45784,WATKINS (2),2002,3.7340287984033798,351.8050986606047,69,"(26.254722411191626, -80.96926643193162)"
45791,INGRAHAM (2),2002,3.532330786389061,413.0191479715635,79,"(25.326088259055062, -80.75689185995348)"
45799,I75 SOUTH (2),2002,3.1425709731175764,356.64586770246535,13,"(26.159276111138595, -80.98795057861746)"
45802,237THAVE (4),2002,3.0526852748953517,404.17059075645244,4,"(25.578638961685286, -80.57512894687406)"
45808,C 65 (3),2002,2.8062756573362857,246.42438929303793,20,"(32.85806635695748, -87.35299868907022)"
45810,Marchant Fire (3),2002,2.731875168499384,566.7449354236788,25,"(37.826183954490055, -79.84809639220117)"
45811,2nd_hand (2),2002,2.7014544828908065,224.8220285220569,49,"(33.45221796184841, -85.77677682300309)"
45827,PIPELINE (2),2002,2.0611763267532672,348.89541912160985,5,"(26.241573234635055, -81.07660719598466)"
45841,LITTLEDEER (2),2002,1.7699425976385934,361.00726247661447,361,"(26.031047800657216, -81.08096011181259)"
45845,Cigar (3),2002,1.657711422927996,224.8579679090726,136,"(32.78627322867925, -86.92562612238433)"
45856,BOUNDARY (2),2002,1.4611441981943252,389.378360949781,361,"(25.670078714086827, -80.86023723667736)"
45860,Sweet Road Fire (3),2002,1.3334413214946959,549.2168817696532,16,"(37.671595556107796, -80.17075581101827)"
45864,Trailer Fire (3),2002,1.2561337993301587,571.5530222872037,20,"(37.82607822778584, -79.66181382026787)"
45896,Horton #3 (2),2002,0.7594055739646468,630.3970942660616,71,"(36.84401087396899, -92.09392699321796)"
45903,CRIMORAMNS (5),2002,0.6657524354662716,614.0261527953587,32,"(38.141069024695966, -78.80261147840926)"
45907,MONROE (2),2002,0.6238102571901477,371.3601265058028,8,"(25.817487711237167, -81.15267459118333)"
45925,Cherryville (4),2002,0.45710844688699787,646.6711717405993,56,"(37.81811355352104, -91.26338644700319)"
45927,WAKULLA (2),2002,0.43579350121433347,29.230495751052512,35,"(30.265375969486552, -84.68483739018828)"
45933,ORANGE (2),2002,0.3331045998785146,549.9115907323502,5,"(37.44234379539331, -79.61020104036335)"
45934,PLUM LEVEL (2),2002,0.3312479635104293,361.36084049454,5,"(26.01754600475616, -81.09444726280475)"
45939,Drewry's Trail (5),2002,0.2918138914008495,619.2226196425536,4,"(37.421305877191216, -77.42451994817105)"
45942,HAW CREEK (2),2002,0.2623950978992867,369.6840947151859,5,"(35.6162561374269, -82.49138088551665)"
45953,WindmillSE (2),2002,0.2335169262389405,364.08302303852446,20,"(25.950198475722008, -81.1332839029241)"
45967,Horseblock (3),2002,0.18313351582523552,230.01122738714608,20,"(33.55928521300789, -85.7060060916595)"
45980,FREEMAN CREEK (2),2002,0.15583067888983324,20.47853768956066,76,"(30.39037608087805, -84.58350418450466)"
45982,WATKINS2 (2),2002,0.15295066361410814,352.3638076575917,37,"(26.250265014671108, -80.96048071603376)"
45984,I75 (2),2002,0.14350074697127504,354.041954536882,361,"(26.168215409646816, -81.04981638732866)"
45988,MISSED3 (2),2002,0.12529892526106653,365.64271798055626,37,"(25.89973503425246, -81.17881438640741)"
45992,MISSED1 (2),2002,0.11508839912568421,364.00359945294775,37,"(25.990556428499634, -81.06187528962634)"
45994,DADE CTY (2),2002,0.10744116589040817,381.2271529132875,37,"(25.803316484996174, -80.87074036816948)"
45997,DEEPLAKE (2),2002,0.10407460151593671,350.03840818340075,101,"(26.096484955056226, -81.3033834591561)"
45998,GULLY (2),2002,0.10371308894375134,47.184139762580806,7,"(30.249077501126088, -85.0014571441113)"
46019,ROCKYMOUNT (5),2002,0.10436804422809942,629.1977753208789,41,"(38.33336654712559, -78.66647308351804)"
46020,FAIR (5),2002,0.10435889914093636,633.2086043453284,41,"(38.35086663666702, -78.5634124444396)"
46071,HORSECAMP (3),2002,0.03393261719844586,627.5934639245068,361,"(35.970441285440366, -92.88568071425559)"
46081,LOST TIRE (2),2002,0.010276824029394513,171.9015731779312,13,"(30.366731073205244, -87.12731376003629)"
46088,KATT FIRE (5),2002,0.001460876046444128,639.4675898267756,47,"(38.4209439564269, -78.48862458544397)"
46266,GHOSTTOWN (6),2003,2153.845950259633,418.92474966398674,13,"(25.330600419061682, -80.56550271557613)"
46376,LOSTMANS (2),2003,781.2663876546627,392.56190839741413,233,"(25.59032313945208, -80.90774277040552)"
46390,SHARK (3),2003,722.7337406946298,399.24134227899356,68,"(25.46332844904182, -80.93578512207299)"
46431,L67 (3),2003,499.0937351287426,390.0476087695619,327,"(25.754907042115754, -80.6912769522231)"
46446,POWERLINE (3),2003,449.25585222922336,416.02333873979575,900,"(36.48228463855158, -84.74422843693739)"
46507,INGRAHAM (2),2003,290.640195279806,414.91129245941397,43,"(25.307840814068584, -80.73134492758665)"
46557,CONTEXT (2),2003,209.68046203633043,407.6836648649132,252,"(25.490554527328097, -80.62282385407683)"
46647,TFS 54 (2),2003,133.04896816115837,596.469278788994,42,"(30.98241401241049, -94.25723494758508)"
46664,NUTRENA 83 (2),2003,121.85883269144777,595.0947941463965,14,"(30.521607381909952, -94.22836236300857)"
46709,DWRFCYPRS (6),2003,123.61261771959786,407.72867229633755,127,"(25.38922093732246, -80.80563717683239)"
46832,DOZERTRAIL (2),2003,44.57275935313048,357.10261142165245,29,"(26.039768357728548, -81.18614706847713)"
46942,BUCKSKIN1 (2),2003,31.75797021848269,363.5445095209474,11,"(25.97336531509694, -81.10733702043163)"
46956,DEEP LAKE1 (2),2003,24.82892557826225,355.0134913298294,24,"(26.02377530350989, -81.28273696908263)"
46959,WILLIAMS (2),2003,24.384123533914572,619.4951414543023,41,"(37.23942849196213, -91.33433819813928)"
46993,TWIN FIRE (2),2003,20.552969403906967,593.08779762459,8,"(30.184509721505282, -94.17276147568133)"
46997,Meyers (3),2003,20.30851959582116,599.176964961735,36,"(34.473717666061184, -93.35592329725986)"
47028,FOUNDOUT3 (2),2003,16.582447179024264,396.16133354459004,16,"(25.48919156692509, -80.985412180185)"
47077,Big Creek (2),2003,12.558683395676061,622.9432241729688,183,"(37.36326168609562, -91.25859003682415)"
47102,Owl Creek (3),2003,11.481308754725456,594.0813779186082,29,"(34.5454619468188, -93.21595670406197)"
47152,TOWER (2),2003,8.787193827613756,391.78515393798637,15,"(25.755108209380907, -80.64004707095985)"
47198,FOUNDOUT2 (2),2003,5.112211532145516,406.24040824835583,14,"(25.47514407282906, -80.69399788971783)"
47203,Hone Fire (2),2003,5.01502949760331,623.1696219227722,64,"(38.468135444367086, -79.1737721820343)"
47240,S.TURNER (2),2003,3.000351150670042,365.0209577958,101,"(25.85881423436378, -81.27864161774302)"
47249,BEARISLND1 (2),2003,2.7455671057474773,346.47769883258195,48,"(26.159695271794263, -81.29724696034032)"
47250,RESORT (2),2003,2.66351106173668,535.013640652201,17,"(37.7533557328983, -81.05067456721846)"
47276,COPELAND2 (2),2003,2.0002259317700353,353.61617785723723,101,"(26.034891718004136, -81.3064183124026)"
47290,HOUSTON PI (2),2003,1.5470558391751468,602.1678487150066,7,"(30.83323606880828, -94.35429705397326)"
47291,FOUNDOUT1 (2),2003,1.5377294003628312,411.7856472832065,15,"(25.332277046816532, -80.78434063887451)"
47292,COPELAND1 (2),2003,1.6001848429423302,359.2917616115152,101,"(25.947083960476327, -81.29272056341784)"
47330,TFS 86 (2),2003,0.8156149261081167,593.5044006641999,5,"(30.53945371171537, -94.20241874104349)"
47345,WINDMILL (2),2003,0.5000631842557971,359.75377754393065,101,"(25.990193992019258, -81.19512590082077)"
47346,BR ISL #2 (2),2003,0.5000584472046873,346.342572296587,101,"(26.17324721155481, -81.27623542490298)"
47377,BIG HI 2ED (2),2003,0.2224975245875823,601.3244375594146,6,"(30.48354926585399, -94.33114128270728)"
47398,FELTSHILL (2),2003,0.2106072415843377,472.62942388874774,5,"(36.649385939777204, -80.7188641367523)"
47404,LIDE2 (2),2003,0.20002709373929162,367.56493146497786,101,"(25.99122427530328, -80.95258632356422)"
47405,DRSPRAIRIE (2),2003,0.3000405171697175,356.29605029514124,101,"(26.147907296764824, -81.01772841866199)"
47406,DUSTYRDS (2),2003,0.20002681572731748,364.4145092120521,101,"(25.972901526924517, -81.08118558059691)"
47407,AUSTINS (2),2003,0.20002541954814182,359.86969023640984,101,"(25.997900959869153, -81.17702644336025)"
47410,Burnt Tractor (2),2003,0.15603364884755738,490.0337217575024,361,"(36.817872881316255, -88.06033107012684)"
47417,ALONE (2),2003,0.11667726694445157,361.7356998890465,7,"(26.0374109226262, -81.04734449516967)"
47425,11MILE (2),2003,0.10001369457772318,373.5913844946694,101,"(25.886580693179518, -80.95489312462806)"
47426,COWBELL2 (2),2003,0.10001367988243942,353.3487874440523,101,"(26.205913934542508, -81.00589335744688)"
47427,TURKEYFOOT (2),2003,0.10001366435783794,360.1995836194247,101,"(26.069747224612485, -81.03672661202555)"
47428,COWBELL1 (2),2003,0.10001361791900729,352.8415922408706,101,"(26.217860927198263, -81.00061057338914)"
47430,BIGPINE (2),2003,0.10001354614702819,351.09410453187286,101,"(26.212413907204187, -81.06139332810908)"
47431,WHIDDEN2 (2),2003,0.10001349874359736,349.77363320277504,101,"(26.223413827212045, -81.08172673305964)"
47432,MONUMENT2 (2),2003,0.10001348534524945,364.1721397505253,101,"(25.972308867609637, -81.08977297531383)"
47433,LITTLEDEER (2),2003,0.10001347837156312,363.8005275099435,101,"(26.003699641975018, -81.04450061653728)"
47434,WHIDDEN1 (2),2003,0.10001338474460349,351.10933565848023,101,"(26.20808051837187, -81.06839330272959)"
47435,NEWINDMILL (2),2003,0.10001336917041674,362.1179127280335,101,"(25.990635615498267, -81.12005094883597)"
47436,RACCOON1 (2),2003,0.10001335752895257,368.094287707552,101,"(26.014799574306583, -80.89616759948704)"
47437,MONROE (2),2003,0.10001324441243492,368.51776063708235,101,"(25.888917418199558, -81.10788709647302)"
47438,MUDLAKE2 (2),2003,0.10001323687383717,357.76518213448315,101,"(26.05708395738846, -81.13372047519515)"
47439,NO#4 (2),2003,0.10001322716743852,365.25887801677186,101,"(26.06324731875562, -80.89739461911441)"
47440,SWEETWATER (2),2003,0.10001317687112754,371.76039121074115,101,"(25.823431284562194, -81.12844538414213)"
47441,PIPE LINE (2),2003,0.10001312222616252,348.1982254492665,101,"(26.228140159184246, -81.12062026678109)"
47442,NO#3 (2),2003,0.10001308130871349,349.89715050238004,101,"(26.190084641649623, -81.13617410972033)"
47443,MUD LAKE (2),2003,0.10001307488078863,358.0149651064019,101,"(26.04647088236009, -81.14532806281564)"
47444,PIPELINE2 (2),2003,0.10001305333335907,347.97189517495906,101,"(26.224247193286015, -81.13422672124119)"
47445,LITLEMARSH (2),2003,0.1000130236629824,348.4657607034474,101,"(26.209413843087802, -81.14539341285588)"
47446,ECROSSING (2),2003,0.1000127694847596,353.99567683655334,101,"(26.089525119521433, -81.19144029258818)"
47447,CONCHOBILL (2),2003,0.10001264125005016,360.08885448304636,101,"(25.988722117216774, -81.18728019504229)"
47448,HARRELL (2),2003,0.10001245109641942,347.1532093351928,101,"(26.19425061414797, -81.21255391939029)"
47449,BLACK BEAR (2),2003,0.10001169918718045,344.81997580745,101,"(26.203139003485948, -81.26866857741938)"
47450,NORTHBASS (2),2003,0.10001146297407268,358.7399710445649,101,"(25.954417315852524, -81.2963872265543)"
47451,NO#6 (2),2003,0.1000114324433158,345.61060473176195,101,"(26.170083904577414, -81.30520066677941)"
47452,PRAIRIE (2),2003,0.1000113988701315,349.32206352367297,101,"(26.11174845818444, -81.29727405219043)"
47453,NO#7 (2),2003,0.10001136860046955,345.75524880016894,101,"(26.17208391079903, -81.29688734181198)"
47455,DEEP LAKE2 (2),2003,0.10001121533377756,353.51406787896036,101,"(26.033083935651213, -81.31322053592396)"
47646,PHO NORTH (2),2004,2862.3892679897344,399.6146307508466,144,"(25.54507873659109, -80.77130086843842)"
47653,COOPERETOW (2),2004,2132.1147606310105,394.24622949758106,255,"(25.76013346554718, -80.56055024771388)"
47751,BLOODY BLUFF (2),2004,513.3663194694975,58.53885130248024,23,"(29.9021765691428, -84.987971441823)"
47880,FOUNDOUT3 (2),2004,161.83727019699737,397.49312013981057,59,"(25.73841340757943, -80.50310459899809)"
47890,HOWARD (2),2004,145.5173230686392,401.19881215269146,166,"(25.658452728813952, -80.5277780362747)"
47911,LITTLEDR1 (2),2004,119.99260895708657,364.48705749123314,62,"(26.018405300122648, -80.9975970518311)"
47915,Aggies Mt. (3),2004,119.07729452187967,592.4967395411337,86,"(37.92129311809995, -79.10383015097955)"
47941,Mailbox (3),2004,93.88975291897361,115.34804140125603,2235,"(30.346269570336016, -82.32262845251857)"
47947,DRAKESNE (2),2004,89.54587659610944,360.76880921144664,46,"(26.063219270566922, -81.03102343817736)"
47976,HOSTAGE (2),2004,74.75977560428879,42.981703366405604,45,"(30.182144861358466, -84.89399824204939)"
47984,CHARLANDS (4),2004,70.867049538435,355.74181498405073,6,"(26.04644037060807, -81.21655134328495)"
48095,Spillway (3),2004,34.36598031818591,593.9659560619382,52,"(34.55058420834097, -93.21071275912823)"
48104,FOUNDOUT4 (2),2004,32.91498571099345,397.3747929354019,77,"(25.723207261022214, -80.53125756824943)"
48135,MITCHELLCA (2),2004,26.628721745015266,397.1066799090202,50,"(25.702632455989058, -80.5729362276975)"
48157,DRAKESNW2 (2),2004,23.643263648314495,359.3769394665777,34,"(26.06318228502447, -81.07329114389044)"
48176,FOUNDOUT2 (2),2004,19.09000608439684,404.9412516873958,40,"(25.41504762313105, -80.84539043581404)"
48201,WAGONWHEEL (2),2004,16.684011851529053,355.92662127227914,33,"(25.99390492358755, -81.31099141002781)"
48248,Jolif (2),2004,12.651735965684344,589.6247439801197,43,"(36.72630571950125, -91.21930024383956)"
48261,ATLANTICBD (2),2004,11.58991644894917,350.0531417382762,45,"(26.157973941736422, -81.18881170669209)"
48298,COPELAND2 (2),2004,8.957699311839015,360.39720142131324,37,"(25.934225575039065, -81.28178573135679)"
48313,WESTCOPTIC (2),2004,7.90177857674784,397.75469155044664,15,"(25.688313226043533, -80.57797937652482)"
48318,OTTERCREEK (2),2004,7.483082037047738,354.91963715693583,85,"(26.21807338966829, -80.93979542251653)"
48321,COPTIC (2),2004,7.2636444894165,400.2760765027768,19,"(25.671795465947298, -80.53235693626686)"
48330,BUCK8 (2),2004,6.413673983738279,361.3320970446012,22,"(26.021325708446323, -81.08849848366174)"
48333,DEEPLAKES2 (2),2004,11.032159892403081,355.57883482552734,21,"(26.004795980236352, -81.30110599340259)"
48337,BUCK2 (2),2004,6.0978585741936735,366.13993376803637,27,"(25.93262204501503, -81.1013716529226)"
48338,Rock Hollow (3),2004,6.001940436523747,588.1054622220846,114,"(37.89263856600983, -79.19943829721727)"
48346,OASIS1 (2),2004,6.62917787693609,368.2680253587025,361,"(25.95134596369808, -81.00166127402858)"
48355,M&M (2),2004,4.9941167826827115,632.8493768417957,64,"(38.57712539436394, -79.05596983168206)"
48360,BUCKHOLZ (2),2004,4.576799771905397,358.2332124894409,34,"(26.059199838213836, -81.11545155114251)"
48363,POPS5MILE (2),2004,4.1609562504289315,367.38507877691535,68,"(25.94278156996885, -81.04412903163029)"
48370,BAILEY (2),2004,3.9021821180609284,356.3613472705017,41,"(26.011020941857385, -81.26384457089002)"
48373,BUCK6 (2),2004,3.7612912938776546,366.26354780436424,9,"(25.967459336613018, -81.03409120216162)"
48377,CALSTONE (2),2004,3.48917651212023,360.813938241165,19,"(26.036264969185638, -81.07751555588382)"
48379,TURNER1 (2),2004,3.3337717654357824,356.030880197294,75,"(26.01206551334619, -81.2724673676167)"
48387,DOF208130 (2),2004,3.048584634028083,401.77609320624947,22,"(25.644526081053105, -80.53418655462511)"
48396,BUCK7 (2),2004,4.060914974666604,362.3450148072225,361,"(25.978778952191554, -81.1348035216648)"
48397,POPS2 (2),2004,2.586031547803008,369.1933167296335,18,"(25.952455492335236, -80.97156545969783)"
48407,DRAKESSW (2),2004,3.4764540174855303,354.74655179536074,19,"(26.07206207199742, -81.20018328677938)"
48411,BUCK4 (2),2004,2.226510949194959,362.7423359164546,361,"(25.9818166316203, -81.11679897233599)"
48412,BUCK3 (2),2004,2.201773987645618,364.05384308526595,361,"(25.97036385406242, -81.09699941195149)"
48422,DOF 212140 (2),2004,1.8614501359898339,402.3913644250386,50,"(25.632940101131943, -80.53563219210689)"
48435,BUCK1 (2),2004,1.4681316029086815,368.6440569204063,30,"(25.890566140589097, -81.10083232429395)"
48437,CALFCREEK (3),2004,2.2693142927152214,621.9048211759601,26,"(35.97328726112437, -92.75932172996396)"
48444,Trace (2),2004,1.2349138388419312,486.8373200568489,6,"(36.76550592056128, -88.06024821308391)"
